8.000000 	 5.000000
7.985013 	 5.299500
7.940200 	 5.596008
7.866009 	 5.886560
7.763183 	 6.168255
7.632748 	 6.438277
7.476007 	 6.693927
7.294527 	 6.932653
7.090120 	 7.152069
6.864830 	 7.349981
6.620907 	 7.524413
6.360788 	 7.673622
6.087073 	 7.796117
5.802496 	 7.890675
5.509901 	 7.956349
5.212211 	 7.992485
4.912401 	 7.998721
4.613466 	 7.974994
4.318393 	 7.921543
4.030130 	 7.838900
3.751559 	 7.727892
3.485461 	 7.589628
3.234497 	 7.425489
3.001172 	 7.237116
2.787819 	 7.026390
2.596570 	 6.795417
2.429334 	 6.546505
2.287784 	 6.282141
2.173333 	 6.004966
2.087126 	 5.717750
2.030023 	 5.423362
2.002595 	 5.124744
2.005116 	 4.824880
2.037560 	 4.526766
2.099605 	 4.233380
2.190629 	 3.947654
2.309723 	 3.672442
2.455698 	 3.410495
2.627094 	 3.164430
2.822200 	 2.936705
3.039065 	 2.729596
3.275524 	 2.545171
3.529213 	 2.385275
3.797598 	 2.251504
4.077996 	 2.145195
4.367607 	 2.067411
4.663537 	 2.018928
4.962828 	 2.000230
5.262490 	 2.011506
5.559530 	 2.052641
5.850980 	 2.123225
6.133926 	 2.222553
6.405543 	 2.349633
6.663116 	 2.503193
6.904072 	 2.681701
7.126003 	 2.883373
7.326692 	 3.106193
7.504133 	 3.347936
7.656554 	 3.606185
7.782432 	 3.878361
7.880508 	 4.161744
7.949803 	 4.453502
7.989625 	 4.750721
