0.841471	-0.909297
0.891207	-0.808496
0.932039	-0.675463
0.963558	-0.515501
0.985450	-0.334988
0.997495	-0.141120
0.999574	0.058374
0.991665	0.255541
0.973848	0.442521
0.946300	0.611858
0.909297	0.756803
0.863209	0.871576
0.808496	0.951602
0.745705	0.993691
0.675463	0.996165
0.598472	0.958924
0.515501	0.883455
0.427380	0.772764
0.334988	0.631267
0.239249	0.464602
0.141120	0.279415
0.041581	0.083089
-0.058374	-0.116549
-0.157746	-0.311541
-0.255541	-0.494113
-0.350783	-0.656987
-0.442520	-0.793668
-0.529836	-0.898708
-0.611858	-0.967920
-0.687766	-0.998543
-0.756802	-0.989358
-0.818277	-0.940731
-0.871576	-0.854599
-0.916166	-0.734397
-0.951602	-0.584917
-0.977530	-0.412118
-0.993691	-0.222890
-0.999923	-0.024775
-0.996165	0.174327
-0.982453	0.366479
-0.958924	0.544021
-0.925815	0.699875
-0.883455	0.827827
-0.832267	0.922775
-0.772764	0.980936
-0.705540	0.999990
-0.631267	0.979178
-0.550686	0.919328
-0.464602	0.822829
-0.373877	0.693525
-0.279415	0.536573
-0.182163	0.358229
-0.083089	0.165604
0.016814	-0.033623
0.116549	-0.231510
0.215120	-0.420167
0.311541	-0.592074
0.404850	-0.740376
0.494113	-0.859162
0.578440	-0.943696
0.656987	-0.990607
0.728969	-0.998027
0.793668	-0.965658
0.850437	-0.894791
0.898708	-0.788252
0.938000	-0.650288
0.967920	-0.486399
0.988168	-0.303118
0.998543	-0.107754
0.998941	0.091907
0.989358	0.287903
0.969890	0.472422
0.940731	0.638107
0.902172	0.778352
0.854599	0.887567
0.798487	0.961398
0.734397	0.996900
0.662969	0.992659
0.584917	0.948844
0.501021	0.867202
0.412118	0.750987
0.319098	0.604833
0.222890	0.434566
0.124454	0.246974
0.024775	0.049536
-0.075151	-0.149877
-0.174327	-0.343315
-0.271761	-0.523066
-0.366479	-0.681964
-0.457536	-0.813674
-0.544021	-0.912945
-0.625071	-0.975821
-0.699875	-0.999793
-0.767686	-0.983907
-0.827826	-0.928795
-0.879696	-0.836656
-0.922775	-0.711161
-0.956635	-0.557315
-0.980936	-0.381250
-0.995436	-0.189987
-0.999990	0.008851
-0.994553	0.207337
-0.979178	0.397556
-0.954019	0.571926
-0.919329	0.723495
-0.875452	0.846220
-0.822829	0.935210
-0.761984	0.986916
-0.693525	0.999276
-0.618137	0.971798
-0.536573	0.905578
-0.449647	0.803256
-0.358229	0.668910
-0.263232	0.507897
-0.165604	0.326635
-0.066322	0.132352
